        -5
       2.8
        -3
     -24.2
     -29.2
     -29.8
      -7.6
      -0.6
        -1
     -16.4
     -33.4
       -21
       -19
        -2
         6
         4
       -18
     -15.6
     -15.8
       0.2
      11.8
      16.6
       1.8
      -5.2
      -1.4
       9.4
      30.2
      27.6
        24
       4.6
       0.8
         7
        20
        15
         4
     -20.2
       -25
     -25.2
     -13.4
      -5.8
      -7.4
       -22
     -35.4
       -39
     -32.2
     -12.6
      -8.2
       -11
     -27.2
     -38.2
     -38.8
       -29
       -12
     -11.2
     -11.2
     -37.8
       -37
     -36.4
      -8.4
       -10
     -14.8
     -26.4
     -32.4
     -33.6
     -18.4
       5.8
      19.8
      10.4
       1.6
        27
      78.8
      79.4
      64.2
        42
     -14.4
     -39.8
     -44.2
     -34.8
       -26
     -30.6
     -39.2
     -51.2
       -50
     -44.8
       -14
     -16.6
      -9.4
     -22.8
     -39.8
     -37.4
     -28.4
     -11.4
      -9.8
     -15.2
     -34.2
       -38
     -36.4
       -18
        -5
        -6
     -14.6
     -32.2
     -34.2
       -28
      -7.2
      -4.4
      -4.6
     -22.8
       -31
       -34
     -17.4
      -7.6
      -3.6
     -15.6
     -31.2
     -36.6
     -27.6
        -2
      -1.2
      -1.8
       -17
     -31.8
     -29.6
     -20.4
      -6.4
      -0.4
         0
     -23.4
     -26.6
     -27.8
      -7.4
       0.6
       3.8
      -7.6
     -19.6
       -24
     -12.4
       5.4
        12
      10.2
     -23.8
     -19.8
     -15.8
         3
      21.2
      19.2
       1.6
      -8.4
        -7
         7
      20.2
        19
       9.6
      -4.8
       -10
        -7
      21.2
      19.6
      12.6
        -5
     -18.4
     -21.8
      -7.2
       8.2
         1
       -10
     -21.2
       -20
       -22
      -0.8
       4.6
         1
       -24
     -24.6
       -30
     -12.2
        -1
      -1.4
      -6.6
     -22.2
     -26.4
     -24.6
       2.4
       7.2
       1.6
     -17.6
     -19.4
     -20.4
      -5.2
       9.2
       9.8
         5
     -20.4
     -18.6
     -14.6
      15.4
      14.2
         8
     -14.2
     -18.8
       -13
       4.6
      13.8
      10.4
      -3.4
     -13.8
     -20.4
      -3.6
      11.4
      11.4
      10.4
     -12.6
     -18.6
     -20.2
       4.4
      14.4
         8
      -6.6
     -18.4
     -12.4
      -5.8
       7.6
      13.6
       8.8
        -8
     -12.8
      -7.8
      19.6
      22.6
        27
       7.2
      -6.2
        -1
      13.4
      39.4
      36.6
      33.6
      16.2
      16.8
      31.6
        44
        50
      40.2
      16.8
       7.8
       2.8
      18.6
      21.2
      14.8
       -10
     -19.2
     -18.6
      -0.6
       8.4
       7.2
      -5.8
     -21.4
     -21.2
     -14.8
       3.6
       7.8
         7
     -18.6
     -25.4
     -21.4
      -0.8
       3.4
        12
      -6.2
       -21
       -23
      -7.4
         8
       8.6
       3.6
      -3.6
       7.2
       5.4
      48.4
      67.6
     107.6
     100.4
        51
      41.8
      25.4
      13.2
         3
     -22.4
     -33.6
     -35.4
     -25.8
      -6.8
      -2.4
      -1.8
     -30.6
     -24.6
     -18.4
      -4.8
       9.2
       8.2
      -3.6
       -19
     -15.8
       -10
      12.8
      12.8
       6.4
     -12.2
     -18.6
     -12.2
         6
      16.2
      16.8
      -0.2
     -13.2
     -11.4
      -0.6
      11.8
      23.2
      15.8
      -6.6
     -10.6
      -7.6
      22.6
      19.8
        17
      -4.2
     -10.6
      -8.2
       1.2
        19
        20
       8.4
      -4.6
      -8.2
      -4.8
      25.2
      26.4
      22.2
      -0.8
      -7.2
         3
      18.6
      25.4
      30.4
        16
         3
       3.2
      13.8
      34.2
      34.8
      28.8
        10
       6.6
      17.4
        34
      38.4
      34.6
      15.6
      12.6
      14.2
      33.4
      35.8
        41
      11.2
         4
       5.6
      17.8
      27.2
        25
      16.4
      -1.8
      -4.8
       7.2
      15.8
      19.6
       4.8
     -13.2
     -13.8
      -9.8
       9.8
      14.8
      13.8
     -12.6
       -18
     -12.4
      -2.2
       9.6
      12.2
       3.4
        -7
       -10
        -4
      15.2
      14.2
      11.6
      -7.4
      -8.6
       -10
       1.4
      17.6
      17.6
      11.2
      -8.4
        -7
       3.2
      17.8
      18.6
      12.2
        -3
     -10.8
      -0.8
      16.4
      19.2
        20
      -6.2
        -7
      -6.8
       2.8
        19
      17.2
        11
     -10.8
     -10.6
      -5.4
      12.6
      18.4
        13
        -9
     -15.4
     -11.4
       7.8
      18.8
      14.2
      -2.2
      -8.8
     -13.8
       1.6
      20.2
      20.2
      16.8
       4.4
      -0.4
       3.2
        33
      28.4
      33.4
      11.8
        16
        17
      42.6
      47.4
      49.4
      30.6
      19.6
      20.4
      30.6
        34
      23.4
      10.4
      -3.6
      -8.8
      -7.6
       9.2
      18.8
       8.2
     -12.4
     -19.4
       -17
       3.2
       7.2
       8.2
      -4.4
     -19.4
       -16
      -8.2
         4
       9.8
       3.4
     -16.2
     -20.6
     -19.6
        11
      15.2
       6.8
     -11.6
      -9.6
      -6.8
      21.4
      35.8
      41.6
      38.2
        60
     109.4
      76.2
        86
      67.6
      11.8
       -20
       -27
     -25.2
      -0.6
        -3
      -2.8
     -14.4
     -25.4
     -22.2
     -11.2
         7
      15.2
       5.6
     -10.8
     -18.8
     -13.2
       2.8
      15.4
        14
      -6.4
     -10.6
     -13.6
      -2.4
       7.8
      15.2
       3.8
       -11
     -15.8
     -10.6
      15.2
      17.6
      16.8
        -3
     -10.8
     -13.8
       4.8
      19.4
      16.2
       5.4
     -12.4
       -13
      -3.2
      16.2
      16.2
      16.6
     -17.6
     -10.4
     -10.8
       4.2
        18
      18.2
       4.6
      -9.2
      -9.2
         7
      23.8
      24.4
        14
      -3.4
      -5.8
       0.8
        25
      27.6
      27.6
         8
       1.2
       5.8
      23.2
      32.2
        32
        16
       1.8
       5.6
      26.6
      38.2
      33.6
      19.4
       8.8
         6
      15.2
      29.4
      28.4
        23
      -2.2
      -2.8
        -8
      13.4
      18.2
      17.6
      -9.4
     -15.2
     -14.6
      -1.6
      10.8
       9.4
       0.4
     -15.6
     -17.4
       -13
      13.6
       9.6
       5.8
     -13.6
     -15.2
     -15.4
       4.6
        14
      13.2
      -0.4
     -16.8
     -16.6
      -4.8
      15.8
      13.6
      14.2
        -9
       -15
     -10.2
       6.6
      23.8
      12.6
       7.4
     -12.6
      -9.8
       4.8
      13.8
      17.8
       4.8
      -5.2
      -7.6
        -8
        20
      18.6
      15.8
      -8.2
      -9.8
        -8
       1.6
      15.4
      16.4
        -1
      -7.6
